ptid;enid;name;fullname
11399;19592;hovedfylling;Hovedfylling
11399;19593;motfylling;Motfylling
11399;19594;massedeponi;Massedeponi
11347;19202;statensVegvesen;Statens vegvesen
11347;19199;nyeVeier;Nye Veier
11347;20020;fylkeskommune;Fylkeskommune
11347;19200;OPS;OPS
11347;19198;kommune;Kommune
11347;19201;privat;Privat
11347;19203;uavklart;Uavklart
11528;19584;brattereEnn1til1_25;Brattere enn 1:1,25
11528;19585;1til1_25;1:1,25
11528;19586;1til1_5;1:1,5
11528;19587;1til2;1:2
11528;19588;1til3;1:3
11528;19589;1til4;1:4
11528;19590;1til5;1:5
11528;19591;slakereEnn1til5;Slakere enn 1:5
8323;11271;bruddIVannstrøm;Brudd i vannstrøm
8323;11272;strømningshastighet;Strømningshastighet
8323;11273;dybde;Dybde
8323;11274;bunnsubstrat;Bunnsubstrat
8322;11266;stikkrenneKulvert;Stikkrenne/kulvert
8322;11267;bekkelukking;Bekkelukking
8322;11268;bru;Bru
8322;11269;fylling;Fylling
8322;11270;fyllingIStrandsoneOver250M;Fylling i strandsone > 250 m
9457;13335;biloppstilling_Toalettanlegg;Biloppstilling - Toalettanlegg
9457;13336;biloppstilling_Utemøbler;Biloppstilling - Utemøbler
9457;13337;biloppstilling_Lekeapparat;Biloppstilling - Lekeapparat
9457;13338;biloppstilling_Ferje_Ombordstigningssted;Biloppstilling - Ferje, ombordstigningssted
9457;13339;biloppstilling_Venterom;Biloppstilling - Venterom
9457;13377;venterom_Ferje_Ombordstigningssted;Venterom - Ferje, ombordstigningssted
9457;17250;biloppstilling_Holdeplass;Biloppstilling - Holdeplass
9457;13375;holdeplass_Ferje_Ombordstigningssted;Holdeplass - Ferje, ombordstigningssted
9457;13376;holdeplass_Venterom;Holdeplass - Venterom
9457;17269;holdeplass_Framover;Holdeplass - framover
9457;17270;holdeplass_Bakover;Holdeplass - bakover
9457;17271;holdeplass_MotHøyre;Holdeplass - mot høyre
9457;17272;holdeplass_MotVenstre;Holdeplass - mot venstre
10686;17252;asfalt;Asfalt
10686;17253;betong;Betong
10686;17254;betongstein;Betongstein
10686;17255;naturstein_Brostein;Naturstein, brostein
10686;17256;grus;Grus
10730;17379;ja;Ja
10730;17380;delvis;Delvis
10730;17381;nei;Nei
9886;16066;god;God
9886;16067;middels;Middels
9886;16068;dårlig;Dårlig
9458;13340;nei_Under2_5Cm;Nei, under 2,5 cm
9458;13341;ja_Over2_5Cm;Ja, over 2,5 cm
9888;16064;ja;Ja
9888;16065;nei;Nei
9459;13342;slakereEnn1til20;Slakere enn 1:20
9459;13343;slakereEnn1til15;Slakere enn 1:15
9459;13356;slakereEnn1til12;Slakere enn 1:12
9459;13344;brattereEnn1til12;Brattere enn 1:12
8736;11566;stein;Stein
8736;11564;betongstein;Betongstein
8736;11563;betongheller;Betongheller
8736;11565;skiferheller;Skiferheller
8736;11559;betong;Betong
8736;11567;asfalt;Asfalt
1880;3526;ja;Ja
1880;3564;nei;Nei
8739;11557;ja;Ja
8739;11558;nei;Nei
2034;3539;ja;Ja
2034;3577;nei;Nei
8738;11555;malteStriper;Malte striper
8738;11556;vekslendeMaterialtype;Vekslende materialtype
8738;11568;ikkeStriper;Ikke striper
2128;3548;ja;Ja
2128;3585;nei;Nei
2128;16028;ikkeKantstein;Ikke kantstein
2033;3538;ja;Ja
2033;3576;nei;Nei
2035;3540;ja;Ja
2035;3578;nei;Nei
8074;10468;statensVegvesen;Statens vegvesen
8074;18760;nyeVeier;Nye Veier
8074;19940;fylkeskommune;Fylkeskommune
8074;18889;OPS;OPS
8074;10546;kommune;Kommune
8074;10624;privat;Privat
8074;17723;uavklart;Uavklart
1208;5017;CO_Måler;CO-måler
1208;5018;NOx_Måler;NOx-måler
1208;18530;kombinertCOOgNox;Kombinert CO og Nox
1208;18531;metan;Metan
1208;18532;hydrogen;Hydrogen
1208;18533;radon;Radon
1208;18534;øvrigLPG;Øvrig LPG
8082;10476;statensVegvesen;Statens vegvesen
8082;18765;nyeVeier;Nye Veier
8082;19947;fylkeskommune;Fylkeskommune
8082;18894;OPS;OPS
8082;10554;kommune;Kommune
8082;10632;privat;Privat
8082;17730;uavklart;Uavklart
9793;15943;ja;Ja
9793;15944;nei;Nei
10892;18165;stat_StatensVegvesen;Stat, Statens vegvesen
10892;18634;stat_NyeVeier;Stat, Nye Veier
10892;18168;fylkeskommune;Fylkeskommune
10892;18166;kommune;Kommune
10892;18167;privat;Privat
10892;18169;uavklart;Uavklart
9310;13005;strøm;Strøm
9310;13006;vann;Vann
10977;18338;statensVegvesen;Statens vegvesen
10977;18709;nyeVeier;Nye Veier
10977;20010;fylkeskommune;Fylkeskommune
10977;18838;OPS;OPS
10977;18339;kommune;Kommune
10977;18340;privat;Privat
10977;18341;uavklart;Uavklart
1249;2401;trafikkLedegjerde;Trafikk-/ledegjerde
1249;2402;vilt;Vilt
1249;2403;eiendom;Eiendom
1249;2404;gelender;Gelender
1249;9295;sikringsgjerde;Sikringsgjerde
1249;3788;miljøgjerde;Miljøgjerde
1249;9294;blendingsgjerde;Blendingsgjerde
5813;8208;stat_StatensVegvesen;Stat, Statens vegvesen
5813;18590;stat_NyeVeier;Stat, Nye Veier
5813;10700;fylkeskommune;Fylkeskommune
5813;8234;kommune;Kommune
5813;8260;privat;Privat
5813;17598;uavklart;Uavklart
2042;3542;ja;Ja
2042;3580;nei;Nei
1601;2153;malt;Malt
1601;2160;beiset;Beiset
1601;2166;impregnert;Impregnert
1601;2172;oljet;Oljet
1601;2178;lakkert;Lakkert
1601;17392;galvanisert;Galvanisert
1601;19466;ingen;Ingen
1091;2406;flettverk_Plastbelagt;Flettverk, plastbelagt
1091;3253;flettverk_Stålflettverksgjerde;Flettverk, stålflettverksgjerde
1091;3255;flettverk_StorrutetGjerde;Flettverk, storrutet gjerde
1091;10776;flettverk_Kraftig;Flettverk, kraftig
1091;2407;tregjerde;Tregjerde
1091;3257;tregjerde_Åpent;Tregjerde, åpent
1091;3259;tregjerde_Tett;Tregjerde, tett
1091;3364;stålRørgjerde;Stål/rørgjerde
1091;3853;aluminiumsgjerde;Aluminiumsgjerde
1091;17441;herdetGlass;Herdet glass
1091;17442;pleksiglass;Pleksiglass
1091;2405;steingjerde;Steingjerde
1091;19495;kjettinggjerde;Kjettinggjerde
2105;2253;metall_Aluminium;Metall, aluminium
2105;2243;metall_Stål;Metall, stål
2105;2196;tre;Tre
2105;2275;plast;Plast
2105;17440;betong;Betong
5801;8196;statensVegvesen;Statens vegvesen
5801;18734;nyeVeier;Nye Veier
5801;19910;fylkeskommune;Fylkeskommune
5801;18863;OPS;OPS
5801;8222;kommune;Kommune
5801;8248;privat;Privat
5801;17689;uavklart;Uavklart
9773;15907;gjennomgangForGåendeSyklende;Gjennomgang for gående/syklende
9773;15908;tilgangLandbruksareal;Tilgang landbruksareal
9773;15909;tilkomstTilAvkjørsel;Tilkomst til avkjørsel
9774;15910;stat_StatensVegvesen;Stat, Statens vegvesen
9774;18615;stat_NyeVeier;Stat, Nye Veier
9774;15911;fylkeskommune;Fylkeskommune
9774;15912;kommune;Kommune
9774;15913;privat;Privat
9774;17624;uavklart;Uavklart
9778;15914;aluminium;Aluminium
9778;15915;stål;Stål
9778;15916;tre;Tre
9780;15917;lukka_Låst;Lukka, låst
9780;15918;lukka_Ulåst;Lukka, ulåst
9780;15919;åpen;Åpen
9781;15920;enkel;Enkel
9781;15921;todelt;Todelt
9775;15926;statensVegvesen;Statens vegvesen
9775;18677;nyeVeier;Nye Veier
9775;19994;fylkeskommune;Fylkeskommune
9775;18806;OPS;OPS
9775;15927;kommune;Kommune
9775;15928;privat;Privat
9775;17778;uavklart;Uavklart
10874;17917;stat_StatensVegvesen;Stat, Statens vegvesen
10874;18631;stat_NyeVeier;Stat, Nye Veier
10874;17920;fylkeskommune;Fylkeskommune
10874;17918;kommune;Kommune
10874;17919;privat;Privat
10874;17921;uavklart;Uavklart
4129;5090;grasplen;Grasplen
4129;5092;grasbakke;Grasbakke
8784;11626;statensVegvesen;Statens vegvesen
8784;18795;nyeVeier;Nye Veier
8784;19978;fylkeskommune;Fylkeskommune
8784;18924;OPS;OPS
8784;11624;kommune;Kommune
8784;11625;privat;Privat
8784;17761;uavklart;Uavklart
11498;19532;nyetablering;Nyetablering
11498;19533;planlagtVedlikehold;Planlagt vedlikehold
11498;19534;akuttVedlikehold;Akutt vedlikehold
11526;19577;boring;Boring
11526;19578;graving;Graving
11526;19579;microtrenching;Microtrenching
11526;19580;luftspenn;Luftspenn
11526;19581;annenFramføring;Annen framføring
11505;19538;vann_Avløp_Overvann;Vann, avløp, overvann
11505;19539;drenering;Drenering
11505;19540;ecom;Ecom
11505;19541;strømforsyning;Strømforsyning
11505;19542;fjernvarmeKjøling;Fjernvarme/kjøling
11505;19543;olje_Gass;Olje, gass
11505;19544;avfall;Avfall
11505;19545;vegvedlikehold;Vegvedlikehold
11505;19546;annetFormål;Annet formål
11504;19535;kryssingAvVeg;Kryssing av veg
11504;19536;ILangsVeg;I/langs veg
11504;19537;utenforVegkant;Utenfor vegkant
11527;19582;ja;Ja
11527;19583;nei;Nei
3949;4957;asfalt;Asfalt
3949;4955;betong;Betong
1944;3046;berg;Berg
1944;3048;sprengtStein;Sprengt stein
1944;3596;løsmasse;Løsmasse
1944;13798;kombinasjonLøsmasseBerg;Kombinasjon løsmasse/berg
1944;3932;myr;Myr
1139;3889;dypSidegrøft;Dyp sidegrøft
1139;3890;grunnSidegrøft;Grunn sidegrøft
1139;17233;filtergrøft;Filtergrøft
1139;2934;terrenggrøft;Terrenggrøft
1139;11627;åpentAvløp;Åpent avløp
8061;10455;statensVegvesen;Statens vegvesen
8061;18792;nyeVeier;Nye Veier
8061;19930;fylkeskommune;Fylkeskommune
8061;18921;OPS;OPS
8061;10533;kommune;Kommune
8061;10611;privat;Privat
8061;17713;uavklart;Uavklart
9422;13274;grøfteklasse1;Grøfteklasse 1
9422;13276;grøfteklasse2;Grøfteklasse 2
9997;16177;stat_StatensVegvesen;Stat, Statens vegvesen
9997;18549;stat_NyeVeier;Stat, Nye Veier
9997;16178;fylkeskommune;Fylkeskommune
9997;16179;kommune;Kommune
9997;16180;privat;Privat
9997;17631;uavklart;Uavklart
5802;8197;statensVegvesen;Statens vegvesen
5802;18720;nyeVeier;Nye Veier
5802;19911;fylkeskommune;Fylkeskommune
5802;18849;OPS;OPS
5802;8223;kommune;Kommune
5802;8249;privat;Privat
5802;17690;uavklart;Uavklart
9313;13007;ja;Ja
9313;13008;nei;Nei
10221;16693;stat_StatensVegvesen;Stat, Statens vegvesen
10221;18612;stat_NyeVeier;Stat, Nye Veier
10221;16694;fylkeskommune;Fylkeskommune
10221;16695;kommune;Kommune
10221;16696;privat;Privat
10221;17635;uavklart;Uavklart
10213;16653;begge;Begge
10213;16654;fraSentrum;Fra sentrum
10213;16657;tilSentrum;Til sentrum
10213;16656;sørgående;Sørgående
10213;16655;nordgående;Nordgående
10213;16659;vestgående;Vestgående
10213;16660;østgående;Østgående
10213;16658;varierer;Varierer
3959;4978;ja_EgenBelysning;Ja, egen belysning
3959;9954;ja_BelystAvGatebelysning;Ja, belyst av gatebelysning
3959;4979;nei;Nei
10220;16648;ja;Ja
10220;16649;ja_MedTakoverbygg;Ja, med takoverbygg
10220;16650;ja_TilrettelagtForForflytningshemmede;Ja, tilrettelagt for forflytningshemmede
10220;16651;ja_TilrettelagtForForflytningshemmedeOgTakoverbygg;Ja, tilrettelagt for forflytningshemmede og takoverbygg
10220;16652;nei;Nei
3963;4987;ja;Ja
3963;4988;delvis;Delvis
3963;4989;nei;Nei
10694;17273;ja;Ja
10694;17274;nei;Nei
10190;16601;inntil1til20;Inntil 1:20
10190;16602;inntil1til15;Inntil 1:15
10190;16603;inntil1til12;Inntil 1:12
10190;16604;brattereEnn1til12;Brattere enn 1:12
10416;16791;ja_StandardSkiltplate;Ja, standard skiltplate
10416;18175;ja_IntegrertSymbol;Ja, integrert symbol
10416;18176;ja_Klistremerke;Ja, klistremerke
10416;16792;nei;Nei
10210;16633;ja;Ja
10210;16634;nei;Nei
10200;16621;ja;Ja
10200;16622;nei;Nei
10206;16627;ja;Ja
10206;16628;nei;Nei
10208;16629;ja;Ja
10208;16630;nei;Nei
10417;16793;ja;Ja
10417;16794;nei;Nei
10193;16605;asfalt;Asfalt
10193;16606;betong;Betong
10193;16607;betongstein;Betongstein
10193;16609;naturstein_Brostein;Naturstein, brostein
10193;20073;naturstein_Heller;Naturstein, heller
10193;16608;grus;Grus
10196;16610;ja;Ja
10196;16611;nei;Nei
10189;16598;god;God
10189;16599;middels;Middels
10189;16600;dårlig;Dårlig
10202;16623;ja;Ja
10202;16624;nei;Nei
10219;16692;egetAreal;Eget areal
10219;16690;delAvFortau;Del av fortau
10219;19834;delAvGS_Veg;Del av g/s-veg
10219;16691;trafikkøy;Trafikkøy
10219;16689;ikkePlattform;Ikke plattform
10198;16614;ja;Ja
10198;16615;nei;Nei
10205;16625;bådePåOgAvstigning;Både på- og avstigning
10205;16626;primærtAvstigning;Primært avstigning
10209;16631;ja;Ja
10209;16632;nei;Nei
10211;16635;ja;Ja
10211;16636;ja_MedTak;Ja, med tak
10211;16637;ja_MedArmlene;Ja, med armlene
10211;16638;ja_MedArmleneOgTak;Ja, med armlene og tak
10211;16639;nei;Nei
10212;16640;ja_UtenOverbygg;Ja, uten overbygg
10212;16641;ja_MedOverbygg;Ja, med overbygg
10212;16642;nei;Nei
10199;16619;leskur;Leskur
10199;16620;åpentOverbygg;Åpent overbygg
10199;16618;innendørs;Innendørs
10199;16617;ikkeTakoverbygg;Ikke takoverbygg
10197;16612;ja;Ja
10197;16613;nei;Nei
3956;16688;signalstopp;Signalstopp
3956;5079;kunSkilt;Kun skilt
3956;5080;kantstopp;Kantstopp
3956;5078;plattformOgLomme;Plattform og lomme
3956;19089;lommeOgSkilt_IkkePlattform;Lomme og skilt, ikke plattform
3956;5081;annenType;Annen type
10259;16750;buss;Buss
10259;16751;trikkBybane;Trikk/bybane
10259;16752;togT_Bane;Tog/T-bane
10259;16759;drosje;Drosje
10259;16837;ferje;Ferje
10260;16753;nasjonaltKnutepunkt;Nasjonalt knutepunkt
10260;16754;regionaltKnutepunkt;Regionalt knutepunkt
10260;16755;lokaltKnutepunkt;Lokalt knutepunkt
10260;16756;annenViktigHoldeplass;Annen viktig holdeplass
10260;16757;standardHoldeplass;Standard holdeplass
3962;4984;statensVegvesen;Statens vegvesen
3962;18700;nyeVeier;Nye Veier
3962;16758;fylkeskommune;Fylkeskommune
3962;18829;OPS;OPS
3962;4985;kommune;Kommune
3962;4986;privat;Privat
3962;17679;uavklart;Uavklart
8011;10277;stat_StatensVegvesen;Stat, Statens vegvesen
8011;18576;stat_NyeVeier;Stat, Nye Veier
8011;10739;fylkeskommune;Fylkeskommune
8011;10341;kommune;Kommune
8011;10405;privat;Privat
8011;17588;uavklart;Uavklart
3736;4743;utendørs;Utendørs
3736;4742;iTunnelFjellrom;I tunnel/fjellrom
8078;10472;statensVegvesen;Statens vegvesen
8078;18773;nyeVeier;Nye Veier
8078;19944;fylkeskommune;Fylkeskommune
8078;18902;OPS;OPS
8078;10550;kommune;Kommune
8078;10628;privat;Privat
8078;17727;uavklart;Uavklart
9490;13366;laser;Laser
9490;13367;målestav;Målestav
9490;13368;scanningAvHvelv;Scanning av hvelv
9490;17875;teoretiskGrunnlag;Teoretisk grunnlag
5270;8151;undergangBru;Undergang/Bru
5270;8155;skredoverbygg;Skredoverbygg
5270;8149;brustag;Bru-stag
5270;7280;kjøreledning;Kjøreledning
5270;7282;brukabler;Kabel
5270;8168;kabel;Brukabler
5270;7284;skiltportalWire;Skiltportal/wire
5270;8174;ferjesamband;Ferjesamband
5270;8150;tunnel;Tunnel
5270;8175;bygning;Bygning
5270;8166;annetHinder;Annet hinder
8043;10309;stat_StatensVegvesen;Stat, Statens vegvesen
8043;18657;stat_NyeVeier;Stat, Nye Veier
8043;10770;fylkeskommune;Fylkeskommune
8043;10373;kommune;Kommune
8043;10437;privat;Privat
8043;17668;uavklart;Uavklart
8119;10513;statensVegvesen;Statens vegvesen
8119;18746;nyeVeier;Nye Veier
8119;19974;fylkeskommune;Fylkeskommune
8119;18875;OPS;OPS
8119;10591;kommune;Kommune
8119;10669;privat;Privat
8119;17757;uavklart;Uavklart
8025;10291;stat_StatensVegvesen;Stat, Statens vegvesen
8025;18638;stat_NyeVeier;Stat, Nye Veier
8025;10752;fylkeskommune;Fylkeskommune
8025;10355;kommune;Kommune
8025;10419;privat;Privat
8025;17648;uavklart;Uavklart
8100;10494;statensVegvesen;Statens vegvesen
8100;18779;nyeVeier;Nye Veier
8100;19959;fylkeskommune;Fylkeskommune
8100;18908;OPS;OPS
8100;10572;kommune;Kommune
8100;10650;privat;Privat
8100;17742;uavklart;Uavklart
2109;4626;skjønn;Skjønn
2109;4627;målt;Målt
11489;19521;stat_StatensVegvesen;Stat, Statens vegvesen
11489;19520;stat_NyeVeier;Stat, Nye Veier
11489;19517;fylkeskommune;Fylkeskommune
11489;19518;kommune;Kommune
11489;19519;privat;Privat
11489;19522;uavklart;Uavklart
11492;19529;ja;Ja
11492;19530;nei;Nei
11495;19527;stat_StatensVegvesen;Stat, Statens vegvesen
11495;19526;stat_NyeVeier;Stat, Nye Veier
11495;19523;fylkeskommune;Fylkeskommune
11495;19524;kommune;Kommune
11495;19525;privat;Privat
11495;19528;uavklart;Uavklart
10976;18334;statensVegvesen;Statens vegvesen
10976;18719;nyeVeier;Nye Veier
10976;20009;fylkeskommune;Fylkeskommune
10976;18848;OPS;OPS
10976;18335;kommune;Kommune
10976;18336;privat;Privat
10976;18337;uavklart;Uavklart
1153;2772;vegUnder;Veg under
1153;2771;vegOver;Veg over
1153;2767;iPlan;I plan
1153;2769;iPlan_Lysregulert;I plan, lysregulert
1153;2770;iPlan_LysregulertOgBom;I plan, lysregulert og bom
1153;3905;iPlan_LysregulertBomHel;I plan, lysregulert, bom, hel
1153;3906;iPlan_LysregulertBomHalv;I plan, lysregulert, bom, halv
1153;3907;iPlan_LysregulertGrind;I plan, lysregulert, grind
1153;2768;iPlan_UtenSikring ;I plan, uten sikring
4473;5205;G;Generelle målinger
4473;5206;R1;Referanse-1
4473;19486;R2;Referanse-2
4473;19487;R3;Referanse-3
4473;5207;F;Forsøksmålinger
4473;5784;T;Teleløsning
4473;10131;1;Initiell-1
4473;10132;2;Initiell-2
4473;10133;3;Initiell-3
4473;13044;a;Måleserie a
4473;13045;b;Måleserie b
4473;13046;c;Måleserie c
4473;13047;d;Måleserie d
4472;5202;i;Indre
4472;5203;m;Mellom
4472;5204;y;Ytre
9114;12095;gjenfyltGrøft;Gjenfylt grøft
9114;12096;gjenfyltGrøftMedRør;Gjenfylt grøft med rør
9113;12092;løsmasse;Løsmasse
9113;12093;pukk;Pukk
9113;12094;sprengtStein;Sprengt stein
1274;3024;elkraft_Høyspent;Elkraft, høyspent
1274;3023;elkraft_Lavspent;Elkraft, lavspent
1274;3022;signalkabel;Signalkabel
1274;3026;jordleder;Jordleder
1274;15950;EKom_Fiber;eKom, fiber
1274;3021;EKom_Kobber;eKom, kobber
1274;13037;varmekabel;Varmekabel
5811;8206;stat_StatensVegvesen;Stat, Statens vegvesen
5811;18588;stat_NyeVeier;Stat, Nye Veier
5811;10698;fylkeskommune;Fylkeskommune
5811;8232;kommune;Kommune
5811;8258;privat;Privat
5811;17561;uavklart;Uavklart
2023;3772;trekkrørKanal;Trekkrør/kanal
2023;3774;grøft;Grøft
2023;3775;kabelbroStige;Kabelbro/stige
2023;3773;luftspenn;Luftspenn
2023;15883;vann;Vann
2023;14040;kulvert;Kulvert
2023;14042;slisse;Slisse
2023;14039;borehull;Borehull
2023;14041;kabelbunt;Kabelbunt
11523;19572;stat;Stat
11523;19573;fylkeskommune;Fylkeskommune
11523;19574;kommune;Kommune
11523;19575;privat;Privat
11523;19576;ikkeUtleid;Ikke utleid
8062;10456;statensVegvesen;Statens vegvesen
8062;18783;nyeVeier;Nye Veier
8062;15951;fylkeskommune;Fylkeskommune
8062;18912;OPS;OPS
8062;10534;kommune;Kommune
8062;10612;privat;Privat
8062;17714;uavklart;Uavklart
8008;10274;stat_StatensVegvesen;Stat, Statens vegvesen
8008;18573;stat_NyeVeier;Stat, Nye Veier
8008;10736;fylkeskommune;Fylkeskommune
8008;10338;kommune;Kommune
8008;10402;privat;Privat
8008;17585;uavklart;Uavklart
9754;14031;stål_Galvanisert;Stål, galvanisert
9754;14032;stål_Syrefast;Stål, syrefast
9754;14033;glassfiber;Glassfiber
9754;14034;aluminium;Aluminium
9754;15867;plast;Plast
9755;14035;iDatahimling;I datahimling
9755;14036;iTak;I tak
9755;14037;påVegg;På vegg
9755;14038;underDatagulv;Under datagulv
9755;16001;påGulv;På gulv
9755;16002;påBakken;På bakken
1191;14029;bru;Bru
1191;13035;stige;Stige
1191;14030;renne;Renne
1191;20094;bærewire;Bærewire
8076;10470;statensVegvesen;Statens vegvesen
8076;18768;nyeVeier;Nye Veier
8076;19942;fylkeskommune;Fylkeskommune
8076;18897;OPS;OPS
8076;10548;kommune;Kommune
8076;10626;privat;Privat
8076;17725;uavklart;Uavklart
10879;17934;stat_StatensVegvesen;Stat, Statens vegvesen
10879;18632;stat_NyeVeier;Stat, Nye Veier
10879;17937;fylkeskommune;Fylkeskommune
10879;17935;kommune;Kommune
10879;17936;privat;Privat
10879;17938;uavklart;Uavklart
9576;13794;løsmasse;Løsmasse
9576;13795;berg;Berg
9576;13796;kombinertLøsmasseOgBerg;Kombinert løsmasse og berg
9576;13797;sprengtStein;Sprengt stein
10979;18346;statensVegvesen;Statens vegvesen
10979;18713;nyeVeier;Nye Veier
10979;20012;fylkeskommune;Fylkeskommune
10979;18842;OPS;OPS
10979;18347;kommune;Kommune
10979;18348;privat;Privat
10979;18349;uavklart;Uavklart
10801;17555;stat_StatensVegvesen;Stat, Statens vegvesen
10801;18661;stat_NyeVeier;Stat, Nye Veier
10801;17554;fylkeskommune;Fylkeskommune
10801;17556;kommune;Kommune
10801;17557;privat;Privat
10801;17644;uavklart;Uavklart
10786;17535;enkeltpeler;Enkeltpeler
10786;17536;enkelRibbe;Enkel ribbe
10786;17537;dobbelRibbe;Dobbel ribbe
10786;17538;blokk;Blokk
10802;17558;statensVegvesen;Statens vegvesen
10802;18706;nyeVeier;Nye Veier
10802;20005;fylkeskommune;Fylkeskommune
10802;18835;OPS;OPS
10802;17559;kommune;Kommune
10802;17560;privat;Privat
10802;17789;uavklart;Uavklart
10971;18310;værFørforhold;Vær-/førforhold
10971;18311;signalanlegg_Trafikkdetektering;Signalanlegg, trafikkdetektering
10971;18316;trafikkovervåkning;Trafikkovervåkning
10971;18312;tunnel_Trafikkdetektering;Tunnel, trafikkdetektering
10971;18315;tunnel_BrannVarme;Tunnel, brann/varme
10971;18474;webkamera;Webkamera
10971;18313;bomstasjon;Bomstasjon
10971;18314;annetFormål;Annet formål
7015;9298;ja;Ja
7015;9299;nei;Nei
8004;10270;stat_StatensVegvesen;Stat, Statens vegvesen
8004;18569;stat_NyeVeier;Stat, Nye Veier
8004;10732;fylkeskommune;Fylkeskommune
8004;10334;kommune;Kommune
8004;10398;privat;Privat
8004;17581;uavklart;Uavklart
9336;13058;ja;Ja
9336;13059;nei;Nei
3734;4738;tunnelportal;Tunnelportal
3734;4737;lysmast;Lysmast
3734;4739;vegg;Vegg
3734;4736;egenMastStolpe;Egen mast/stolpe
3734;16948;skiltportal;Skiltportal
3734;17366;skiltstolpe;Skiltstolpe
3734;16949;kabelstige;Kabelstige
3734;16950;bru;Bru
1179;9296;videokamera;Videokamera
1179;9297;fotokamera;Fotokamera
1179;18473;IP_Kamera;IP-kamera
1179;19478;termokamera;Termokamera
8069;10463;statensVegvesen;Statens vegvesen
8069;18793;nyeVeier;Nye Veier
8069;19935;fylkeskommune;Fylkeskommune
8069;18922;OPS;OPS
8069;10541;kommune;Kommune
8069;10619;privat;Privat
8069;17718;uavklart;Uavklart
10875;17922;stat_StatensVegvesen;Stat, Statens vegvesen
10875;18562;stat_NyeVeier;Stat, Nye Veier
10875;17925;fylkeskommune;Fylkeskommune
10875;17923;kommune;Kommune
10875;17924;privat;Privat
10875;17926;uavklart;Uavklart
2382;5074;2GPrÅr;2 g. pr år
2382;5073;1GPrÅr;1 g. pr år
2382;5075;2HvertÅr;2.hvert år
2382;5272;3til5HvertÅr;3-5. hvert år
9971;16183;måltIFelt;Målt i felt
9971;16184;vurdertIFelt;Vurdert i felt
9971;16185;vurdertUtFraVegbilderFlyfotoKart;Vurdert ut fra vegbilder/flyfoto/kart 
9971;16186;genereltAnslag;Generelt anslag
9971;16187;basertPåGenerelleKrav;Basert på generelle krav
8088;10482;statensVegvesen;Statens vegvesen
8088;18772;nyeVeier;Nye Veier
8088;19951;fylkeskommune;Fylkeskommune
8088;18901;OPS;OPS
8088;10560;kommune;Kommune
8088;10638;privat;Privat
8088;17734;uavklart;Uavklart
4082;5083;avvisende;Avvisende
4082;5084;ikkeAvvisende;Ikke avvisende
5815;8210;stat_StatensVegvesen;Stat, Statens vegvesen
5815;18592;stat_NyeVeier;Stat, Nye Veier
5815;10702;fylkeskommune;Fylkeskommune
5815;8236;kommune;Kommune
5815;8262;privat;Privat
5815;17667;uavklart;Uavklart
1655;2408;rett;Rett
1655;2409;litenFas;Liten fas
1655;2410;storFas;Stor fas
1655;2411;skråddVertikalVisflate;Skrådd vertikal visflate
1655;2412;avrundet;Avrundet
1655;17302;holdeplasskantstein;Holdeplasskantstein
1092;2199;betong;Betong
1092;3326;betong_Plasstøpt;Betong, plasstøpt
1092;3332;betong_PrefabrikkerteElement;Betong, prefabrikkerte element
1092;3591;granitt;Granitt
1092;3592;skiferHeller;Skifer/heller
1092;5463;asfalt;Asfalt
5803;8198;statensVegvesen;Statens vegvesen
5803;18743;nyeVeier;Nye Veier
5803;19912;fylkeskommune;Fylkeskommune
5803;18872;OPS;OPS
5803;8224;kommune;Kommune
5803;8250;privat;Privat
5803;17691;uavklart;Uavklart
1400;2187;tre;Tre
1400;2267;plast;Plast
1400;3286;metall;Metall
1102;2524;refleksPåStolper;Refleks på stolper
1102;2525;refleksPåRekkverksstolper;Refleks på rekkverksstolper
1102;11798;flexiMark;FlexiMark
1102;11237;overhengendeReflekssylinder;Overhengende reflekssylinder
10568;16951;varming;Varming
10568;16952;kjøling;Kjøling
10568;16953;kjølingVarming;Kjøling/varming
10568;19531;avfukting;Avfukting
10573;16957;stat_StatensVegvesen;Stat, Statens vegvesen
10573;18546;stat_NyeVeier;Stat, Nye Veier
10573;16954;fylkeskommune;Fylkeskommune
10573;16955;kommune;Kommune
10573;16956;privat;Privat
10573;17637;uavklart;Uavklart
10572;16961;statensVegvesen;Statens vegvesen
10572;18736;nyeVeier;Nye Veier
10572;16958;fylkeskommune;Fylkeskommune
10572;18865;OPS;OPS
10572;16959;kommune;Kommune
10572;16960;privat;Privat
10572;17786;uavklart;Uavklart
10594;16996;ja;Ja
10594;16997;ja_KioskSkranke;Ja, kiosk/skranke
10594;16998;ja_Automat;Ja, automat
10594;16999;ja_KioskSkrankeOgAutomat;Ja, kiosk/skranke og automat
10594;17000;nei;Nei
10589;17008;stat_StatensVegvesen;Stat, Statens vegvesen
10589;18626;stat_NyeVeier;Stat, Nye Veier
10589;17005;fylkeskommune;Fylkeskommune
10589;17006;kommune;Kommune
10589;17007;privat;Privat
10589;17638;uavklart;Uavklart
2026;3534;ja;Ja
2026;3572;nei;Nei
2029;3537;ja;Ja
2029;3575;nei;Nei
10256;16748;ja;Ja
10256;16749;nei;Nei
10598;16988;ja;Ja
10598;16989;nei;Nei
2028;3536;ja;Ja
2028;3574;nei;Nei
