ft_attr;ftid;ptid;name
fme_feature_type;147;10293;byggeår
fme_feature_type;147;8002;eier
fme_feature_type;147;8067;vedlikeholdsansvarlig
fme_feature_type;147;11087;prosjektreferanse
fme_feature_type;147;4822;posisjon
fme_feature_type;147;8934;senterlinje
fme_feature_type;147;10964;område
fme_feature_type;72;1133;type
fme_feature_type;72;1368;areal
fme_feature_type;72;1989;antallBolterAnker
fme_feature_type;72;5296;lengde
fme_feature_type;72;9166;typeSprøytbetong
fme_feature_type;72;9673;høydeOverVeg
fme_feature_type;72;9330;tykkelseSprøytbetong
fme_feature_type;72;1651;plassering
fme_feature_type;72;9674;wiredimensjon
fme_feature_type;72;9675;adkomst
fme_feature_type;72;9167;byggeår
fme_feature_type;72;9877;tilleggsinformasjon
fme_feature_type;72;9676;eier
fme_feature_type;72;9677;vedlikeholdsansvarlig
fme_feature_type;72;11064;prosjektreferanse
fme_feature_type;72;4774;senterlinje
fme_feature_type;72;8877;område
fme_feature_type;71;1318;lengde
fme_feature_type;71;1620;tykkelse
fme_feature_type;71;9168;armering
fme_feature_type;71;1996;membran
fme_feature_type;71;1650;posisjon
fme_feature_type;71;10269;byggeår
fme_feature_type;71;11063;prosjektreferanse
fme_feature_type;71;4773;senterlinje
fme_feature_type;274;4130;type
fme_feature_type;274;1383;areal
fme_feature_type;274;7555;norskNavn
fme_feature_type;274;7556;botaniskNavn
fme_feature_type;274;9965;sortHerkomst
fme_feature_type;274;10270;plantetidspunkt
fme_feature_type;274;10564;sluttdatoForGarantitid
fme_feature_type;274;9966;tilleggsinformasjon
fme_feature_type;274;10873;eier
fme_feature_type;274;8783;vedlikeholdsansvarlig
fme_feature_type;274;11112;prosjektreferanse
fme_feature_type;274;4881;senterlinje
fme_feature_type;274;8891;område
fme_feature_type;45;9390;bomstasjonstype
fme_feature_type;45;10714;navnBompengeanlegg_FraCS
fme_feature_type;45;1078;navnBomstasjon
fme_feature_type;45;9413;vedtattTilÅr
fme_feature_type;45;10715;linkTilBomstasjon
fme_feature_type;45;9414;innkrevningsretning
fme_feature_type;45;9596;bompengeanlegg_Id
fme_feature_type;45;9595;bomstasjon_Id
fme_feature_type;45;1820;takstLitenBil
fme_feature_type;45;1819;takstStorBil
fme_feature_type;45;9410;rushtidstakstLitenBil
fme_feature_type;45;9409;tidsdifferensiertTakst
fme_feature_type;45;9411;rushtidstakstStorBil
fme_feature_type;45;9407;rushtidMorgen_Fra
fme_feature_type;45;9408;rushtidMorgen_Til
fme_feature_type;45;9405;rushtidEttermiddag_Fra
fme_feature_type;45;9406;rushtidEttermiddag_Til
fme_feature_type;45;9412;timesregel
fme_feature_type;45;10952;timesregel_Varighet
fme_feature_type;45;10951;timesregel_Passeringsgruppe
fme_feature_type;45;9404;gratisGjennomkjøringVedHC_Brikke
fme_feature_type;45;10271;etableringsår
fme_feature_type;45;7992;eier
fme_feature_type;45;5799;vedlikeholdsansvarlig
fme_feature_type;45;11051;prosjektreferanse
fme_feature_type;45;4752;posisjon
fme_feature_type;478;3774;type
fme_feature_type;478;10272;oppsettingsår
fme_feature_type;478;10139;driftsmerking
fme_feature_type;478;3809;produktnavn
fme_feature_type;478;3550;produsentnavn
fme_feature_type;478;8035;eier
fme_feature_type;478;8110;vedlikeholdsansvarlig
fme_feature_type;478;11137;prosjektreferanse
fme_feature_type;478;10078;posisjon
fme_feature_type;478;4994;senterlinje
fme_feature_type;474;3777;type
fme_feature_type;474;5485;lengde
fme_feature_type;474;10274;byggeår
fme_feature_type;474;8033;eier
fme_feature_type;474;8108;vedlikeholdsansvarlig
fme_feature_type;474;11135;prosjektreferanse
fme_feature_type;474;4991;posisjon
fme_feature_type;474;10079;senterlinje
fme_feature_type;213;1206;type
fme_feature_type;213;4021;kapasitet
fme_feature_type;213;3739;plasseringITekniskRom
fme_feature_type;213;10273;oppsettingsår
fme_feature_type;213;11103;prosjektreferanse
fme_feature_type;213;4853;posisjon
fme_feature_type;475;10275;byggeår
fme_feature_type;475;8034;eier
fme_feature_type;475;8109;vedlikeholdsansvarlig
fme_feature_type;475;11136;prosjektreferanse
fme_feature_type;475;4992;posisjon
fme_feature_type;293;1705;bredde_Start
fme_feature_type;293;7565;bredde_Slutt
fme_feature_type;293;2110;kvalitet
fme_feature_type;293;10276;måltÅr
fme_feature_type;293;4892;senterlinje
fme_feature_type;450;3119;bredde
fme_feature_type;450;10277;byggeår
fme_feature_type;450;11117;prosjektreferanse
fme_feature_type;450;4968;senterlinje
fme_feature_type;60;1080;navn
fme_feature_type;60;2175;nummer
fme_feature_type;60;9182;byggverkstype
fme_feature_type;60;1404;materialtype
fme_feature_type;60;1313;lengde
fme_feature_type;60;1971;lengsteSpenn
fme_feature_type;60;11181;aktivtF_Nr
fme_feature_type;60;11180;opprinneligF_Nr
fme_feature_type;60;1263;brukategori
fme_feature_type;60;10278;byggeår
fme_feature_type;60;8969;vedlikeholdsansvarlig
fme_feature_type;60;4763;senterlinje
fme_feature_type;60;8906;område
fme_feature_type;893;10740;strekningsbeskrivelse
fme_feature_type;893;10747;veglisteversjon
fme_feature_type;894;10780;strekningsbeskrivelse
fme_feature_type;891;10739;strekningsbeskrivelse
fme_feature_type;891;10746;veglisteversjon
fme_feature_type;892;10778;strekningsbeskrivelse
fme_feature_type;889;10738;strekningsbeskrivelse
fme_feature_type;889;10741;maksTillattTotalvekt
fme_feature_type;889;10742;maksTillattVogntoglengde
fme_feature_type;889;10743;vinterstengtFor60Tonn
fme_feature_type;889;10744;gjelderIkkeLinksemitrailer
fme_feature_type;889;10745;veglisteversjon
fme_feature_type;890;10775;strekningsbeskrivelse
fme_feature_type;890;10773;maksTillattTotalvekt
fme_feature_type;890;10774;maksTillattVogntoglengde
fme_feature_type;890;10777;vinterstengtFor60Tonn
fme_feature_type;890;10772;gjelderIkkeLinksemitrailer
fme_feature_type;904;10901;bruksklasseHelår
fme_feature_type;904;10907;bruksklasseVinter
fme_feature_type;904;10913;maksVogntoglengde
fme_feature_type;904;10919;strekningsbeskrivelse
fme_feature_type;904;10925;maksTotalvektKjøretøySkiltet
fme_feature_type;904;10926;maksTotalvektVogntogSkiltet
fme_feature_type;904;11009;merknad
fme_feature_type;904;11210;veglisteversjon
fme_feature_type;905;10902;bruksklasseHelår
fme_feature_type;905;10908;bruksklasseVinter
fme_feature_type;905;10914;maksVogntoglengde
fme_feature_type;905;10920;strekningsbeskrivelse
fme_feature_type;905;10927;maksTotalvektKjøretøySkiltet
fme_feature_type;905;10928;maksTotalvektVogntogSkiltet
fme_feature_type;905;11010;merknad
fme_feature_type;902;10899;bruksklasseHelår
fme_feature_type;902;10905;bruksklasseVinter
fme_feature_type;902;10911;maksVogntoglengde
fme_feature_type;902;10923;veggruppe
fme_feature_type;902;10917;strekningsbeskrivelse
fme_feature_type;902;11007;merknad
fme_feature_type;902;11209;veglisteversjon
fme_feature_type;903;10900;bruksklasseHelår
fme_feature_type;903;10906;bruksklasseVinter
fme_feature_type;903;10912;maksVogntoglengde
fme_feature_type;903;10924;veggruppe
fme_feature_type;903;10918;strekningsbeskrivelse
fme_feature_type;903;11008;merknad
fme_feature_type;900;10897;bruksklasseHelår
fme_feature_type;900;10903;bruksklasseVinter
fme_feature_type;900;10909;maksVogntoglengde
fme_feature_type;900;10915;strekningsbeskrivelse
fme_feature_type;900;10921;maksTotalvektTømmertransport
fme_feature_type;900;11005;merknad
fme_feature_type;900;11208;veglisteversjon
fme_feature_type;901;10898;bruksklasseHelår
fme_feature_type;901;10904;bruksklasseVinter
fme_feature_type;901;10910;maksVogntoglengde
fme_feature_type;901;10916;strekningsbeskrivelse
fme_feature_type;901;10922;maksTotalvektTømmertransport
fme_feature_type;901;11006;merknad
fme_feature_type;857;9806;nummer
fme_feature_type;857;9807;navn
fme_feature_type;857;9809;prioritet
fme_feature_type;857;9808;tilleggsinformasjon
fme_feature_type;857;11243;område
fme_feature_type;21;2192;antall
fme_feature_type;21;1713;avstand_Innbyrdes
fme_feature_type;21;1580;høydeOverVegkant
fme_feature_type;21;1103;type
fme_feature_type;21;4553;optiskLedning
fme_feature_type;21;1920;refleks
fme_feature_type;21;2068;permanent
fme_feature_type;21;10279;oppsettingsår
fme_feature_type;21;4729;senterlinje
fme_feature_type;511;4131;type
fme_feature_type;511;4144;areal
fme_feature_type;511;4139;antall
fme_feature_type;511;4157;løvfellendeVintergrønne
fme_feature_type;511;4159;høyde_GjSnitt
fme_feature_type;511;4498;norskNavn
fme_feature_type;511;4499;botaniskNavn
fme_feature_type;511;9967;sortHerkomst
fme_feature_type;511;10280;plantetidspunkt
fme_feature_type;511;10563;sluttdatoForGarantitid
fme_feature_type;511;10186;tilleggsinformasjon
fme_feature_type;511;10872;eier
fme_feature_type;511;4505;vedlikeholdsansvarlig
fme_feature_type;511;11145;prosjektreferanse
fme_feature_type;511;10726;posisjon
fme_feature_type;511;5013;senterlinje
fme_feature_type;511;8892;område
fme_feature_type;511;4506;planteomgivelser
fme_feature_type;771;7866;avstandFraVeg
fme_feature_type;771;7867;merknad
fme_feature_type;771;8870;senterlinje
fme_feature_type;65;1266;bruksområde
fme_feature_type;65;9261;plassering
fme_feature_type;65;1366;arealGrunnflate
fme_feature_type;65;1407;materialtype
fme_feature_type;65;1974;taktype
fme_feature_type;65;9258;antallRom
fme_feature_type;65;9259;antallDører
fme_feature_type;65;1603;overflatebehandling
fme_feature_type;65;1562;vedlikeholdsavtale
fme_feature_type;65;5662;merknad
fme_feature_type;65;10281;byggeår
fme_feature_type;65;10997;driftsmerking
fme_feature_type;65;11219;eier
fme_feature_type;65;1547;eier_Navn
fme_feature_type;65;9149;vedlikeholdsansvarlig
fme_feature_type;65;11058;prosjektreferanse
fme_feature_type;65;10853;FKB_ID
fme_feature_type;65;4767;posisjon
fme_feature_type;65;9340;område
fme_feature_type;226;5144;budsjett
fme_feature_type;226;1630;tykkelse
fme_feature_type;226;1211;type
fme_feature_type;226;8742;lagtype
fme_feature_type;226;5531;steinstørrelse
fme_feature_type;226;5533;modifisertBindemiddel
fme_feature_type;226;5142;leggedato
fme_feature_type;226;5547;merknad
fme_feature_type;226;5143;bredde_Gjennomsnitt
fme_feature_type;226;5150;forbruk
fme_feature_type;226;11106;prosjektreferanse
fme_feature_type;226;4860;senterlinje
fme_feature_type;226;8882;område
fme_feature_type;811;9288;type
fme_feature_type;811;9289;vegobjekttypeID
fme_feature_type;811;9290;beskrivelse
fme_feature_type;521;4416;måledato
fme_feature_type;521;4417;klokkeslettStartMåling
fme_feature_type;521;4426;operatør
fme_feature_type;521;4421;formål
fme_feature_type;521;7910;stedsangivelse
fme_feature_type;521;4428;utstyr
fme_feature_type;521;4423;målebil
fme_feature_type;521;4418;spor_Bjelke
fme_feature_type;521;4419;spor_Laser
fme_feature_type;521;4422;stillbilder
fme_feature_type;521;4424;idLaser
fme_feature_type;521;4425;idUltralydbjelke
fme_feature_type;521;4413;målebredde
fme_feature_type;521;4414;avstandMellomTverrprofil
fme_feature_type;521;4415;avstandMellomHøydeverdier
fme_feature_type;521;4420;avstandHøyreSensorTilLaser
fme_feature_type;521;7025;antallHøydeverdierITverrprofilet
fme_feature_type;521;7027;filnavn_Rådatafil
fme_feature_type;521;7028;registreringsprogram
fme_feature_type;521;7029;registreringsprogram_Versjon
fme_feature_type;521;7030;beregningsprogram
fme_feature_type;521;7031;beregningsprogram_Versjon
fme_feature_type;521;7032;program20m_Strekning
fme_feature_type;521;7033;program20m_Strekning_Versjon
fme_feature_type;521;8941;rosita_id
fme_feature_type;521;5021;senterlinje
fme_feature_type;167;3513;bruksområde
fme_feature_type;167;1183;type
fme_feature_type;167;7981;detektornummer
fme_feature_type;167;7982;feltbeskrivelse
fme_feature_type;167;3876;lengde
fme_feature_type;167;3849;bredde
fme_feature_type;167;1375;areal
fme_feature_type;167;10283;oppsettingsår
fme_feature_type;167;11092;prosjektreferanse
fme_feature_type;167;4833;posisjon
fme_feature_type;446;2358;dato
fme_feature_type;446;2361;type
fme_feature_type;446;7900;vedlegg
fme_feature_type;446;7901;mikrobilde
fme_feature_type;446;2356;filnavn
fme_feature_type;446;10804;hyperlink
fme_feature_type;446;2357;tekst
fme_feature_type;446;2359;ansvarlig
fme_feature_type;446;2360;arkiveringskode
fme_feature_type;446;7903;merknad
fme_feature_type;446;4964;posisjon
fme_feature_type;273;1227;produktinformajson
fme_feature_type;273;10284;byggeår
fme_feature_type;273;10462;driftsmerking
fme_feature_type;273;3662;leverandør
fme_feature_type;273;8014;eier
fme_feature_type;273;8086;vedlikeholdsansvarlig
fme_feature_type;273;4880;posisjon
fme_feature_type;809;9245;navn
fme_feature_type;809;9246;lokalisertVed
fme_feature_type;809;9467;antallOppstillingsplasserVogntog
fme_feature_type;809;9247;skiltetAtkomst
fme_feature_type;809;9249;kontaktinfo
fme_feature_type;809;9251;driftsansvarlig
fme_feature_type;809;9252;areal_Totalt
fme_feature_type;809;9253;areal_Kjørbart
fme_feature_type;809;9262;vaktordning
fme_feature_type;809;9263;kameraovervåkning
fme_feature_type;809;9264;belysning
fme_feature_type;809;9265;stengtMedBommer
fme_feature_type;809;9266;reserveringssystem
fme_feature_type;809;9267;systemS_Mm_LderTilgjengeligKapasitet
fme_feature_type;809;9268;farligGods
fme_feature_type;809;9269;drivstoffyllingsanlegg
fme_feature_type;809;9270;vaskeplassForTrailere
fme_feature_type;809;9271;tilgangTilStrøm
fme_feature_type;809;9272;gebyrForStrøm
fme_feature_type;809;9273;toalett
fme_feature_type;809;9274;dusj
fme_feature_type;809;9275;kiosk
fme_feature_type;809;9276;kafeteria
fme_feature_type;809;9277;oppholdsrom
fme_feature_type;809;9278;trådløstInternett
fme_feature_type;809;9279;kollektivtilbudTilSentrum
fme_feature_type;809;9280;gangavstandTilServicetilbud
fme_feature_type;809;9281;terminalLogistikkområde
fme_feature_type;809;9466;årligTilskuddFraStatensVegvesen
fme_feature_type;809;9282;merknad
fme_feature_type;809;9468;prisnivå
fme_feature_type;809;10285;etableringsår
fme_feature_type;809;9248;eier
fme_feature_type;809;9250;vedlikeholdsansvarlig
fme_feature_type;809;9283;posisjon
fme_feature_type;809;9284;område
fme_feature_type;461;10075;anleggsnummer
fme_feature_type;461;5644;bruksområde
fme_feature_type;461;5640;kundenummer
fme_feature_type;461;5641;målernummer
fme_feature_type;461;5642;målepunktID
fme_feature_type;461;10028;fjernavlesing
fme_feature_type;461;10031;inngårINødsystemet
fme_feature_type;461;10032;jordelektrode
fme_feature_type;461;10033;jordfeilbryter
fme_feature_type;461;10034;jordfeilvarsling
fme_feature_type;461;10035;målingType
fme_feature_type;461;5639;nettselskap
fme_feature_type;461;10029;nettsystem
fme_feature_type;461;10022;byggetEtterNorm
fme_feature_type;461;7908;plassering_Måler
fme_feature_type;461;10038;spenning
fme_feature_type;461;10021;byggetEtterForskrift
fme_feature_type;461;5646;merknad
fme_feature_type;461;10025;effekt
fme_feature_type;461;10030;integrertMed
fme_feature_type;461;10023;driftsattår
fme_feature_type;461;10024;driftsmerking
fme_feature_type;461;10039;tilleggsinformasjon
fme_feature_type;461;10026;eier
fme_feature_type;461;10027;eier_Navn
fme_feature_type;461;8099;vedlikeholdsansvarlig
fme_feature_type;461;11124;prosjektreferanse
fme_feature_type;461;4978;posisjon
fme_feature_type;906;10938;type
fme_feature_type;906;10939;tilleggsinformasjon
fme_feature_type;906;10936;produktnavn
fme_feature_type;906;10935;produsentnavn
fme_feature_type;906;10937;posisjon
fme_feature_type;453;3903;type
fme_feature_type;453;10286;byggeår
fme_feature_type;453;11119;prosjektreferanse
fme_feature_type;453;4971;posisjon
fme_feature_type;453;8924;senterlinje
fme_feature_type;81;5634;egennavn
fme_feature_type;81;1968;beskrivelse
fme_feature_type;81;5635;lengdeGjenlegging
fme_feature_type;81;10287;byggeår
fme_feature_type;81;5636;vedlikeholdsansvarlig
fme_feature_type;81;4782;posisjon
fme_feature_type;81;8918;senterlinje
fme_feature_type;608;5480;nummer
fme_feature_type;608;5481;navn
fme_feature_type;608;5482;merknad
fme_feature_type;845;9597;lengde
fme_feature_type;845;9598;høyde
fme_feature_type;845;9599;styrke
fme_feature_type;845;9600;gjennomsnittligAvstandFraVeg
fme_feature_type;845;9601;helningsvinkelGjerde
fme_feature_type;845;9602;adkomst
fme_feature_type;845;9606;byggeår
fme_feature_type;845;9876;tilleggsinformasjon
fme_feature_type;845;9642;produsentType
fme_feature_type;845;9643;eier
fme_feature_type;845;9644;vedlikeholdsansvarlig
fme_feature_type;845;11161;prosjektreferanse
fme_feature_type;845;9604;senterlinje
fme_feature_type;103;1156;type
fme_feature_type;103;8799;profil
fme_feature_type;103;8798;materialeBelegning
fme_feature_type;103;1331;lengde
fme_feature_type;103;1589;høyde
fme_feature_type;103;1691;bredde
fme_feature_type;103;10288;byggeår
fme_feature_type;103;11083;prosjektreferanse
fme_feature_type;103;4801;posisjon
fme_feature_type;105;2021;fartsgrenseVerdi
fme_feature_type;105;1891;vedtaksnummer
fme_feature_type;105;9155;arkivnummer
fme_feature_type;105;5127;gyldigFraDato
fme_feature_type;721;7023;fartsgrense
fme_feature_type;721;7016;type
fme_feature_type;721;9401;ukedag
fme_feature_type;721;7019;dato_Fra
fme_feature_type;721;7022;dato_Til
fme_feature_type;721;7017;klokkeslett_Fra
fme_feature_type;721;7018;klokkeslett_Til
fme_feature_type;721;9402;vedtaksnummer
fme_feature_type;721;9399;arkivnummer
fme_feature_type;721;9400;gyldigFraDato
fme_feature_type;721;8829;merknad
fme_feature_type;624;9530;serienummer
fme_feature_type;624;9531;stasjonering
fme_feature_type;624;9532;typeMåling
fme_feature_type;624;9528;produksjonsår
fme_feature_type;624;10463;driftsmerking
fme_feature_type;624;9529;produktnavn
fme_feature_type;624;10994;produsentnavn
fme_feature_type;624;8044;eier
fme_feature_type;624;8120;vedlikeholdsansvarlig
fme_feature_type;624;6885;posisjon
fme_feature_type;872;10229;lokalitetsnavn
fme_feature_type;872;10230;type
fme_feature_type;872;10237;beskrivelse
fme_feature_type;872;10232;regulertFor
fme_feature_type;872;10231;flerbrukspassasje
fme_feature_type;872;10233;formål
fme_feature_type;872;10235;bredde
fme_feature_type;872;10234;lengde
fme_feature_type;872;10236;høydeMin
fme_feature_type;872;10246;høydeMaks
fme_feature_type;872;10238;åpenhet
fme_feature_type;872;10239;brutus_Id
fme_feature_type;872;10289;byggeår
fme_feature_type;872;10240;posisjon
fme_feature_type;872;10241;område
fme_feature_type;884;10681;nummer
fme_feature_type;884;10682;navn
fme_feature_type;884;10683;prioritet
fme_feature_type;884;10684;tilleggsinformasjon
fme_feature_type;884;11245;område
fme_feature_type;616;5528;feltoversikt
fme_feature_type;22;1104;type
fme_feature_type;22;1737;passering_Ved_Ferist
fme_feature_type;22;4599;tildekning_Fradato
fme_feature_type;22;4600;tildekning_Tildato
fme_feature_type;22;4595;vinterforberedelse
fme_feature_type;22;10290;byggeår
fme_feature_type;22;7985;eier
fme_feature_type;22;4651;vedlikeholdsansvarlig
fme_feature_type;22;11039;prosjektreferanse
fme_feature_type;22;10848;FKB_ID
fme_feature_type;22;4730;posisjon
fme_feature_type;22;9425;senterlinje
fme_feature_type;64;2179;navn
fme_feature_type;64;9229;driftsstatus
fme_feature_type;64;9491;antallFerjelemmer
fme_feature_type;64;2180;ferjeleieId
fme_feature_type;64;10727;NHR_Holdeplassnummer
fme_feature_type;64;10957;NHR_Stoppunktnummer1
fme_feature_type;64;10958;NHR_Stoppunktnummer2
fme_feature_type;64;9487;arealTotaltØvrig
fme_feature_type;64;9488;arealKjørbartØvrig
fme_feature_type;64;9493;egenGangbaneTilFerje
fme_feature_type;64;9492;kaikantsikring
fme_feature_type;64;10729;venterom
fme_feature_type;64;10291;byggeår
fme_feature_type;64;9228;tilleggsinformasjon
fme_feature_type;64;7559;eierFerjeleie
fme_feature_type;64;7560;vedlikeholdsansvarligFerjeleie
fme_feature_type;64;4766;posisjon
fme_feature_type;64;9432;senterlinje
fme_feature_type;64;10967;område
fme_feature_type;41;1804;ferjeTil
fme_feature_type;41;2081;antallOppstillingsfelt
fme_feature_type;41;10728;lengdeOppstillingsfelt_Forflytningshemmede
fme_feature_type;41;10732;lengdeOppstillingsfelt_PersonbilKombinert
fme_feature_type;41;10731;lengdeOppstillingsfelt_TungeKjøretøy
fme_feature_type;41;1806;antallOppstillingsplSmåKjt
fme_feature_type;41;1357;areal
fme_feature_type;41;10292;byggeår
fme_feature_type;41;7989;eier
fme_feature_type;41;8053;vedlikeholdsansvarlig
fme_feature_type;41;11048;prosjektreferanse
fme_feature_type;41;4748;posisjon
fme_feature_type;41;9429;senterlinje
fme_feature_type;41;10966;område
fme_feature_type;770;9186;navn
fme_feature_type;770;10954;sambandstype
fme_feature_type;770;9189;driftsstatus
fme_feature_type;770;9187;ferjesambands_Id
fme_feature_type;807;9217;fraNavn
fme_feature_type;807;9218;tilNavn
fme_feature_type;807;9219;NFDB_Id
fme_feature_type;807;9220;GFDB_Id
fme_feature_type;807;9221;driftsstatus
fme_feature_type;807;9222;sone
fme_feature_type;807;9223;sonepåslag
fme_feature_type;807;9224;overfartstid
fme_feature_type;807;9225;lengdeFarled
fme_feature_type;59;1365;areal
fme_feature_type;59;5146;leggedato
fme_feature_type;59;1617;tykkelse
fme_feature_type;59;8750;plassering
fme_feature_type;59;5536;budsjett
fme_feature_type;59;5550;merknad
fme_feature_type;59;5147;breddeGjennomsnitt
fme_feature_type;59;1443;produktnavn
fme_feature_type;59;1520;fabrikant
fme_feature_type;59;1480;leverandør
fme_feature_type;59;11056;prosjektreferanse
fme_feature_type;59;4762;senterlinje
fme_feature_type;59;8876;område
fme_feature_type;613;11240;tykkelse
fme_feature_type;613;7037;bredde_GjSnitt
fme_feature_type;613;5546;masseforbruk
fme_feature_type;613;5542;utleggingsdato
fme_feature_type;613;5537;budsjett
fme_feature_type;613;5551;merknad
fme_feature_type;613;6917;senterlinje
fme_feature_type;613;8899;område
fme_feature_type;833;9423;navn
fme_feature_type;833;9424;beskrivelse
fme_feature_type;819;9327;typeFordeling
fme_feature_type;819;10052;antallKurser
fme_feature_type;819;10057;kapslingsgrad
fme_feature_type;819;10063;parkering
fme_feature_type;819;10065;plassering
fme_feature_type;819;10037;selektivitet
fme_feature_type;819;10067;tilknyttetSRO_Sentral
fme_feature_type;819;10069;varmeelement
fme_feature_type;819;10064;spenning
fme_feature_type;819;10081;typeEnhet
fme_feature_type;819;10059;kjølingType
fme_feature_type;819;10058;låsesystem
fme_feature_type;819;10060;overbelastningsvernStørrelse
fme_feature_type;819;10061;overbelastningsvernType
fme_feature_type;819;10062;overspenningsvernType
fme_feature_type;819;10068;stedsangivelse
fme_feature_type;819;10053;driftsattår
fme_feature_type;819;10054;driftsmerking
fme_feature_type;819;10055;produktnavn
fme_feature_type;819;10056;produsentnavn
fme_feature_type;819;10076;eier
